timestamp,robot_x,robot_y,robot_wp,robot_orientation_z,robot_orientation_w,robot_linear_velocity_x,robot_linear_velocity_y,robot_speed,robot_angular_velocity_z,robot_linear_acceleration_x,robot_linear_acceleration_y,robot_acceleration,worker1_x,worker1_y,worker1_wp,worker1_orientation_z,worker1_orientation_w,worker1_linear_velocity_x,worker1_linear_velocity_y,worker1_speed,worker1_angular_velocity_z,worker2_x,worker2_y,worker2_wp,worker2_orientation_z,worker2_orientation_w,worker2_linear_velocity_x,worker2_linear_velocity_y,worker2_speed,worker2_angular_velocity_z,cumulative_heading_changes,distance_to_closest_person,completed,robot_on_person_collision,person_on_robot_collision,time_not_moving,robot_linear_speed,robot_angular_speed,robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
0.0,-4.39999992037058,-8.600000345595435,M21,0.5646424933257561,0.8253356012738371,3.496402819317509e-07,4.522500814087841e-08,3.5255301461008214e-07,-8.536682192159663e-10,-1.3326421257199142e-06,1.775280904466775e-05,1.7802757202514455e-05,-4.4,-8.6,M21,0.0,1.0,0.0,0.0,0.0,0.0,2.8,-2.15,D14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1,0,3.5255301461008214e-07,-8.536682192159663e-10,0.0,0.0,0.0
0.50649859,-4.361318752484037,-8.508036157855235,M21,0.5427096051811859,0.8399204036355169,0.480254556901764,0.00014521254577221088,0.48025457885541617,-0.03952024145546177,-0.011699667264337684,-0.00036623853261218814,0.011705398103395919,-4.462007962934586,-7.8582981069834625,M20,0.6623764582357458,0.7491711603999912,0.18377220721297327,1.4887000288359165,1.4999999999999953,-1.4601922035217285,3.400027137214285,-2.144599699620405,C14,-0.01597771976728836,0.9998723480880137,1.3653736304433695,-0.043647832759736716,1.3660711123564282,-0.5814873799681686,0.05268047666870146,0.0,False,0,1,0,0.48025457885541617,-0.03952024145546177,0.02307527716156802,1.4330355561782118,1.4999999999999953
1.0066796679999999,-4.259542939501331,-8.287638064092652,M21,0.5354366039269568,0.8445754218388904,0.4999876350398019,0.00012454086496535566,0.49998765055061234,-0.052631578947368474,1.1429607909989081,0.0008805973898554037,1.1429611302282388,-4.019946599696466,-7.360876583525274,L20,0.275564637592054,0.9612825445771706,1.1431270410181504,0.3649100733573363,1.1999578299026048,-2.49358013272285,3.4988411284264913,-2.494663155465831,C14,-0.8072420016375028,0.5902205950255192,-0.8598464020820362,-0.8024468165489829,1.1761193513257997,-5.117825906490907,0.01727034511060266,0.207232076307166,False,0,0,0,0.49998765055061234,-0.052631578947368474,2.2616923787845553,1.1880385906142021,1.1999578299026048
1.5070794259999998,-4.159727945181965,-8.094047949035675,M20,0.48749815067564267,0.8731240193048145,0.2631320812881687,0.000511665851653062,0.26313257876018914,-0.11856071108709752,-0.051151077126675534,-0.011065264710952687,0.05233424093595477,-3.756392068805023,-7.2843019801643445,L20,0.25312863499426136,0.9674326302879916,0.6264291358072827,0.9609467194694687,1.1470972320807826,4.812696976587181,2.902515155133075,-2.542080853728851,D14,-0.9997539854782944,0.022180363393467517,-1.498524090553457,-0.06652480763541302,1.499999999999998,-1.6078972816467285,0.11160511955926067,0.15463714453703759,False,0,0,0,0.26313257876018914,-0.11856071108709752,2.1795112244884103,1.3235486160403904,1.1470972320807826
2.017429913,-4.052669783071127,-7.930072770440904,L20,0.46712421647532065,0.8841917022803812,0.500000582142105,-7.41315571967105e-06,0.5000005821970598,0.0015808090604535938,-3.5338844121082476,-0.002584040332601169,3.5338853568566844,-3.3152482223119626,-6.881684736742107,K19,0.3017676645376766,0.953381495855398,0.0,0.0,0.0,0.0,2.2502945704681623,-2.654187823919052,E15,-0.9761155216590061,0.21725213089027776,-0.6453846699070098,-0.5871264744810256,0.8724900395921426,3.001684546470642,0.04637304763023442,0.5317597385919528,False,0,0,0,0.5000005821970598,0.0015808090604535938,6.821882617152726,0.4362450197960713,0.0
2.52652061,-3.9104183608394782,-7.726392053953387,L20,0.44780708275899717,0.8941302011620209,0.499999963454438,3.617213417683729e-09,0.499999963454438,-1.412121594368698e-10,-1.0683401712164622e-06,1.7504148219027916e-05,1.7536720206330855e-05,-3.186654548260458,-6.35958859608278,K19,0.6603467850039185,0.7509608002652259,0.16468854729009497,1.2772194506313994,1.2877934006197171,1.4069092273712158,2.315715261411714,-3.042563026066968,E15,-0.6330309085902349,0.7741265198721857,0.1604205295614225,-0.7919005326545836,0.8079858909185114,0.4649960994720459,0.04344854315941982,0.79660458710233,False,0,0,0,0.499999963454438,-1.412121594368698e-10,6.941528967158632,1.0478896457691143,1.2877934006197171
3.036419909,-3.766731103923817,-7.524310045398453,L20,0.47980526973225984,0.877375007129972,0.5000431791703044,-0.0012270086934793867,0.5000446845883666,0.1976011660775263,0.09879604156547998,-0.011566078160742604,0.09947075948754214,-3.1184406078929214,-5.9433772650951715,K18,0.6143387572310097,0.7890423888257578,0.22751943329546442,0.8996614427654137,0.9279848081331047,-0.3354930877685547,2.340250863451935,-3.4290268897955944,D16,-0.6858139016660101,0.7277769522880236,0.044693596307334715,-0.7521235445147401,0.7534502928291282,0.1721501350402832,0.0722429887954541,0.9586921967052602,False,0,0,0,0.5000446845883666,0.1976011660775263,0.1950448313272456,0.8407175504811164,0.9279848081331047
3.546482008,-3.652645058722736,-7.3035293138206825,L20,0.5694081740795025,0.8220549442042289,0.5000944356431005,-0.002269578139447448,0.5000995856288248,0.43472237133788044,0.21728305403652856,-0.056054827248960985,0.2243971239328879,-2.913796432431407,-5.317296334471791,K17,0.5547815928862568,0.8319960241459015,0.5563986474962457,1.3360929101382446,1.4473160399364524,-0.6697511672973633,2.522843436692752,-3.740747285345086,D16,-0.3620736801265186,0.9321494784419715,0.9810281472974225,-0.4241310877834481,1.0687859492967635,3.3291758596897134,0.21070597664649116,1.3692023831681945,False,0,0,0,0.5000995856288248,0.43472237133788044,0.24492383317692035,1.258050994616608,1.4473160399364524
4.056422105,-3.584821854134464,-7.064174835544199,L19,0.6312212784384006,0.7756027963112087,0.5000434129011382,-0.0008371224489730905,0.5000441136138017,0.197601189322516,0.0987960952287968,-0.011568899893431265,0.09947114092641002,-2.603513416018613,-4.935702127036078,J17,0.3995226552885028,0.9167233213523174,0.42986059878002525,0.46253139760021433,0.6314391721690454,0.656813383102417,3.168773787024797,-3.8850929590095333,D16,-0.09155981081123635,0.9957995787527782,1.34795293350769,-0.24999127481437178,1.3709386377352204,0.08605748414993286,0.15468216433691317,1.5937922948890475,False,0,0,0,0.5000441136138017,0.197601189322516,0.24498168263571127,1.001188904952133,0.6314391721690454
4.5668992070000005,-3.5488229031603504,-6.818980560834176,L19,0.6814616199718575,0.7318538518751623,0.500086567469558,-0.0008717853390253286,0.5000873273470967,0.36842105263157887,0.1383014709344189,-0.022688506392764977,0.14015015228303698,-2.1623916872682996,-4.476547797773971,J17,0.38450881499515627,0.9231213198659322,1.018814427250554,1.0269015824389705,1.4465509659841012,-0.0758516788482666,3.208829240746718,-3.9418377280791446,D16,-0.9272760399496649,0.3743783457082788,-1.3405321745081844,0.0003859996311117442,1.3405322300815288,-7.677404490583619,0.13326221362205537,1.9719814043923547,False,0,0,0,0.5000873273470967,0.36842105263157887,0.07968821950534216,1.393541598032815,1.4465509659841012
