time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
31.056506424000002,14.353558147738406,0.7642260895456074,4.952102574679475,0.87254385136458,10,0.3614090775836926,0.3614090775836926,0.5,0.6,0.049872675890476184,0.46717575019599983,0.02726698499008561,0.12172190900985076,0.6075927870092095,0.895243475696567,0.9678164924813959
