time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
23.0236679882,9.506991997786889,2.44437174424965,2.0737866264869234,0.0,10,0.07153592356431503,0.0,0.2,3.2,0.24914954224246685,0.407225708188154,0.11574998632197264,0.17888632027348567,0.5138945128031194,0.8673241211079766,0.8526877825882069
