time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
21.152953419800003,9.278632234128974,1.2356467447189137,4.095163454392419,0.8460938011413154,10,0.03840127551348162,0.0,0.0,0.2,0.3504477307967383,0.43074527512528116,0.062197196380057176,0.11479793422349945,0.5131751725304122,0.9964605791035565,1.039456042059731
