experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
9_0,20.750119934999994,8.481133455896034,1.8339892751857287,3.8478339950453844,0.7552446367269523,True,0.31319197310993113,0.3135541341992612,0,0,0.494050474642857,0.40608425039130636,0.09281786607779058,0.35118213632188766,1.3132438269858482,1.1497259266613862,1.1776697366164561
9_1,19.958372550000004,8.440962887092809,1.8880239328862212,4.2995696402286585,0.8407479468837447,True,0.32231417498979353,0.3225622561001908,0,0,0.4989593137500001,0.41239619844602654,0.09444481642750863,0.1537197854036153,0.4972356920933523,1.0917568666372461,1.098770170324449
9_2,20.350359927999996,8.45015909550907,1.834333334376173,4.350430272244373,0.6720898639067601,True,0.33503888186391684,0.33523879866742634,0,0,0.4963502421463414,0.4121350592977577,0.10158807169583375,0.203764609208937,0.9663267927259925,1.202350940097959,1.2377517502016704
9_3,19.829898132000004,8.45874730823507,1.8577604942925148,3.8761422406389894,0.8431137127816279,True,0.3086987466812054,0.3089387421924452,0,0,0.4957474533000001,0.41191892609434033,0.09798062933031992,0.17945708958063136,0.842970655056529,1.1556657745550667,1.1242555046123408
9_4,20.14993487600001,8.43093623694325,1.9030089247662691,4.5477314325416165,0.6118977149257689,True,0.34445867366369404,0.3447777767393192,0,0,0.5037483719000002,0.4160889479776083,0.09450523469377647,0.38587807332753093,0.7643620244864497,1.229966020321023,1.2365320698464477
