experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
0_0,21.738938117999997,8.760710213956992,2.444231468183075,1.0596275142660478,0.0,True,0.2733731120621677,0.2738355195924752,0,2,0.9881335508181815,0.3963696629662074,0.1120969089817561,0.225732822226024,8.305247663512128,0.9633281612398928,0.8423895064750275
0_1,20.990359263,8.513048542540142,2.4944222393837348,1.7038549773903653,0.0,True,0.21916434410608587,0.0,2,1,0.49977045864285713,0.39461835835732645,0.13202026488057234,0.22619444305968162,0.7735546266681679,1.0448757945099323,0.9255852050996579
0_2,21.570609178,8.990522382215627,3.2140612465565535,1.9051365156226212,0.0,True,0.31885574766417996,0.3191872324898411,0,4,0.0,0.3990905905931644,0.151866745025468,0.6006407551652249,1.6884941496032946,1.266584794278491,1.2302739382063879
0_3,21.90777963499999,8.807896680823031,2.9160080773944563,2.005567657758624,0.0,True,0.24381143296571797,0.0,0,3,0.4979040826136361,0.39928779055212577,0.14077463515095023,0.5781601215592053,2.313736434309602,1.224969623989087,1.2058677737596333
0_4,20.269995180000002,8.523340946363595,1.6492425956134413,0.5221346416046946,0.0,True,0.2699186460969271,0.27027416893566814,1,0,0.49439012634146345,0.4071326456044397,0.08278656927525482,0.03277109944619164,0.026709980761869947,0.8038994543007826,0.602259016554979
0_5,21.999512142,8.899449513352652,3.2416863977142647,1.8931668208865824,0.0,True,0.2354485127130171,0.0,1,4,0.4999889123181818,0.3963888170149926,0.1656398086418536,0.18435199131105356,0.5321076269370555,1.2290804930167063,1.1917847777961996
0_6,22.529035534,8.990165424568485,3.5034903402145097,1.9669159339222573,0.0,True,0.2505366732074911,0.25119954092332913,0,4,0.5006452340888888,0.39018971148133397,0.17435994604935187,0.18992601533563122,0.5422417515988731,1.2313079338074673,1.1989738063784985
0_7,22.850093742,9.301297877576708,3.673795552387355,1.7632103014708802,0.0,True,0.24650358172245745,0.0,0,2,0.4967411683043478,0.39715068453949204,0.17943063030103026,0.07954843594489736,0.07765717787993807,1.1457471339338283,1.1795628278758619
0_8,22.578809372,9.198889311779551,3.5660739899240177,1.6630164309445095,0.0,True,0.24283358388623957,0.0,0,3,0.5017513193777777,0.40319387328590744,0.18136644403783136,0.4211245007256819,1.4043373325764699,1.1282734097317406,1.156148285552279
0_9,21.870103673,8.796298789622927,2.6510170903493155,1.4568122817237208,0.0,True,0.2578675759837132,0.25847307272782527,0,2,0.49704781075,0.38965908238404234,0.12321009566281406,0.269710943043338,1.0977933035054157,1.0365778346077297,0.9960462582710392
0_10,20.349777194000005,8.487820878751029,1.6661730665490238,0.2712412989192445,0.0,True,0.3034800494129673,0.3038673977316792,1,0,0.49633602912195135,0.40776195664849635,0.09187954061590198,0.5315560205024195,1.9272453435655617,0.8120427753631518,0.6337096173481341
0_11,22.858586121000002,9.343307137066468,3.9851376688664426,1.6906157931247074,0.0,True,0.24487386822449306,0.0,0,3,0.0,0.40065145159787335,0.18498232741658802,0.17239260679420623,0.260819545783087,1.1088594769397888,1.1029063601864382
0_12,22.238672797000007,9.132889853874797,3.46511686185625,1.903462992913017,0.0,True,0.3243642546299374,0.3247670464650357,0,4,0.5054243817500002,0.40396060229187314,0.16113714146794963,0.316895186228596,0.922049739524649,1.2505033704861064,1.273603732609326
0_13,23.699981535999996,9.247920758544199,3.3226230016135885,1.6573164015971737,0.0,True,0.2982759246040674,0.29860586624665036,1,4,0.5042549262978723,0.3778998360834232,0.14705009206141675,0.4189140293032199,1.3932330735537868,1.2203285974119145,1.230370526505254
0_14,22.398834764,9.095889617660655,3.331459374140151,1.9909958319874033,0.0,True,0.2871953129959519,0.2874771811673512,0,4,0.49775188364444445,0.39245925922877367,0.16276663696080404,0.5185320693818525,1.8858893486252264,1.226553487152056,1.2293062067303828
0_15,21.798860407000003,8.875435714893834,3.199399684446535,1.7169983476986692,0.0,True,0.2113363430219721,0.0,0,3,0.0,0.3968259396379745,0.15545857254551068,0.19468381345055247,0.584551886390189,1.1902492862407044,1.1918244466985852
0_16,22.558795798999995,9.08716551673829,3.5617577287344697,1.5586094668305543,0.0,True,0.2576960950066408,0.2585213805395436,0,2,0.501306573311111,0.3959298165641682,0.17566384290917725,0.10436807011980208,0.18525080988556175,1.1004945971335396,1.0565965500017522
0_17,22.059247954999993,8.842277758173136,2.8078016173468106,1.8984257087009588,0.0,True,0.2588960855560627,0.259611587638832,0,4,0.501346544431818,0.3994460073239084,0.1343522217506598,0.0798467335157431,0.1468255931878859,1.1798993677253078,1.1724227933191962
0_18,20.539926504999997,8.518624643922596,2.211931645110459,1.614139460092014,0.0,True,0.2463859676618356,0.0,2,1,0.5009738171951219,0.4058898879192018,0.11633558089743679,0.1837036388308758,0.4969555873078021,1.1080292799596618,0.9578504843751228
0_19,21.869642296999995,9.277303814234923,3.208330744817567,1.5806631073808768,0.0,True,0.2839258071261841,0.28422285022195115,0,3,0.49703732493181807,0.41170690122547055,0.17202912044025445,0.19829866182261277,0.503610792195868,1.1640075573364437,1.1730152418981794
0_20,22.899521037999996,9.054481252394147,3.5616715000169767,1.9872591043346655,0.0,True,0.22927342182848529,0.0,1,3,0.0,0.39366726953724523,0.1834984569353606,0.15289956748416283,0.3444327085617418,1.1760058002920635,1.1638795580779302
0_21,23.358006697000008,9.280447079728942,3.5477866234649715,1.845923295504256,0.0,True,0.2574665324497837,0.2576328271316594,0,2,0.0,0.39094435004738054,0.17048679725159366,0.11329407005475549,0.22647502145568027,1.1631917411413448,1.158275027979177
0_22,20.500326641,8.57697727005005,2.048855290602549,1.0935878020453642,0.0,True,0.30481090529951105,0.30536232778564776,1,0,0.5000079668536586,0.4115252416408685,0.11152009892979488,0.1270355181436882,0.36879821159470527,0.9437385135514977,0.8364987448458331
0_23,19.808097494000002,8.994507771571042,3.1333688626003844,2.037509870415425,0.0,True,0.3408353548990254,0.3408482724923229,0,3,0.49520243735,0.44030690136119305,0.1744038286646347,0.383238586114767,1.6673697277499646,1.22598948927478,1.271148431577823
0_24,21.059935777000003,8.760158509141705,2.3170080181463955,1.024543775274944,0.0,True,0.2872853438895398,0.28758303465310736,0,2,0.5014270423095238,0.4150942918564375,0.10445233288045377,0.18007985594107725,0.5934118881610357,0.9254121820285347,0.8406245874233136
0_25,20.860366363,8.984850694945697,3.083701843370919,1.8514357003014512,0.0,True,0.32983268431501955,0.3299500161170118,0,3,0.0,0.4291686302306674,0.1625833063961982,0.12973004383137285,0.1862831981693319,1.1801425876579203,1.1651194837358596
0_26,23.766778298000002,9.469094094551755,3.9125477938482507,1.5926768286512718,0.0,True,0.3066628577632432,0.3070250250297381,1,5,0.4951412145416667,0.39302374124312933,0.1693382064901343,0.44616831887573133,3.7375181981685657,1.1592891632878548,1.1069807663066655
0_27,18.88001222000001,8.58399939529153,2.6472578872626915,1.2248350402213513,0.0,True,0.371724534695452,0.371724534695452,1,1,0.0,0.4460110837981128,0.15524592229656214,0.3891298722604684,1.5182266635154649,1.0254106779887673,0.8581323386370988
0_28,20.961594697999995,8.61106244006631,2.3467193236265325,1.7943784016603999,0.0,True,0.2552392320673969,0.25570183003024793,0,4,0.0,0.4051639676233659,0.11819304192089096,0.04956004377089064,0.05498617214784655,1.1981892689515707,1.1861787419082768
0_29,23.469913575999996,9.360576112833312,3.4747754015817858,1.777831929414979,0.0,True,0.26473389083334364,0.265002795018202,0,2,0.0,0.39723327915292944,0.16097708433435481,0.181193603083065,0.31684380329602274,1.0948890324812988,1.1280590613676207
