requirement,route,algorithm,experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
distance,route_1,best_scenario,0_10,20.109976541999995,8.491053795902708,1.8068568875644224,0.2182273273939211,0.0,True,0.3166300135602092,0.3169540007422929,0,1,0.5027494135499999,0.4152799872147345,0.0903215448402997,0.1229541291502464,0.1692637238515426,0.5966293237794266,0.5996792290537648
distance,route_1,best_scenario,0_11,20.130814226,8.456177274903864,1.8575502375210364,0.222414902437182,0.0,True,0.3407948515635257,0.3409674472096544,0,0,0.50327035565,0.4183295206940547,0.0906027957377747,0.1236099262127909,0.3957529745622953,0.5475540335150592,0.591963824632065
distance,route_1,best_scenario,0_12,19.89910538800001,8.473089534235651,1.8511148818601688,0.0991581780289272,0.0,True,0.3253943344088025,0.325616757006046,9,2,0.4974776347000001,0.4184939528009197,0.1024622279245725,0.1264196561647203,0.38143639270331,0.614752931578418,0.6086686098835038
distance,route_1,best_scenario,0_13,19.857899005,8.462985858266274,1.793352416202433,0.2334481336606577,0.0,True,0.3074298906182064,0.3076446986614541,0,0,0.0,0.4114371546525503,0.1046962320753196,0.1966474808851769,0.6981553163569191,0.5806047267992452,0.5903849277652983
distance,route_1,best_scenario,0_14,20.179930632999994,8.510358615090789,1.8153570808911144,0.2136857014815565,0.0,True,0.2988633647767135,0.2990710963162215,1,1,0.5044982658249999,0.4223392385356966,0.0900485257047383,0.2022756576064065,0.5813372959254383,0.6049934222408889,0.6168866803148285
distance,route_1,best_scenario,0_15,20.60202513299999,8.486559939427783,1.930507662488752,0.1612209852594346,0.0,True,0.290414045717168,0.2907332064250954,1,1,0.5024884178780485,0.4130736148576504,0.1004145444222771,0.0643633380990059,0.150689206106211,0.5912391371551093,0.6006864435569196
distance,route_1,best_scenario,0_16,19.880140747,8.478469303304713,1.871878890611958,0.2347747453638502,0.0,True,0.3028042428706958,0.3030492386536448,0,1,0.0,0.4162547402369315,0.0925350831103474,0.1232988572119992,0.2735379163023437,0.5968250350251725,0.6282152518580321
distance,route_1,best_scenario,0_17,19.678897915,8.404722634776743,1.8969269277291807,0.2255536079208427,0.0,True,0.3879613729992581,0.3881289288311588,1,1,0.504587126025641,0.4284581594804318,0.1018078643330295,0.1877948275595056,0.3783024556277045,0.6207349459726247,0.6197419922192178
distance,route_1,best_scenario,0_18,24.950698121999995,8.633799328927653,5.932736186732703,0.0972493708888796,0.0,False,0.1646212645481383,0.0,2,10,0.0,0.3377870035227818,0.2473039041937307,0.3135467793363,0.7488749184366674,0.7235959962805198,0.5909437946367007
distance,route_1,best_scenario,0_19,22.580935411,8.528702190954425,4.094524125326744,0.0812148529438518,0.0,True,0.287118960679325,0.2874891968937857,17,5,0.5017985646888888,0.3803141273432814,0.1857570652234946,0.1031928304868465,0.2228909778878366,0.790689306879101,0.659820972792922
distance,route_1,best_scenario,0_20,19.482026501000004,8.461516664035365,1.8344178002905656,0.2222523125866124,0.0,True,0.3502404193753365,0.3503958813503524,1,0,0.0,0.4264818871744836,0.107684704894299,0.114153643647478,0.3383690588473984,0.5918631647862298,0.6472737605548983
distance,route_1,best_scenario,0_21,19.719698280000003,8.455132265421845,1.8541185992598332,0.2196125420384944,0.0,True,0.3362074938825408,0.3364356786815024,0,0,0.0,0.411924489442173,0.1037413959333401,0.0683361153511376,0.1659991462294311,0.5827539721315822,0.6351428849251157
distance,route_1,best_scenario,0_22,24.992268576999997,8.40464037111646,7.494077574568715,0.1638631302394075,0.0,False,0.3927940342863446,0.3927940342863446,12,15,0.0,0.34100810026665,0.3294917933146917,0.7165176646248661,2.5804139437140394,0.8592582824405692,0.8336518010882044
distance,route_1,best_scenario,0_23,19.879972526999996,8.568739992146861,2.715648220265153,0.070700914340267,0.0,True,0.3244923049897205,0.3245245534057946,14,8,0.4969993131749998,0.4247345019537137,0.1501541092910992,0.1771779090478127,0.7337436328644287,0.6993310428037882,0.6801683065329441
distance,route_1,best_scenario,0_24,19.969203294,8.4436129621074,1.8856607052566423,0.1403785766188377,0.0,True,0.3449354133353671,0.3452259839701981,0,0,0.0,0.4106401741123926,0.0938188315597146,0.0404902593239238,0.0511891254303965,0.5888244926539248,0.5835274063261776
distance,route_1,best_scenario,0_25,19.808588358999994,8.421319946854055,1.796429626589071,0.1894755782990177,0.0,True,0.3436331983045067,0.3438205840631573,0,1,0.4952147089749998,0.4162442605471862,0.0992234830578121,0.1530062244884503,0.5132660156070468,0.5354959942538129,0.521701599191011
distance,route_1,best_scenario,0_26,20.158512113000004,8.479517535007341,1.8652626480632764,0.2021510257445722,0.0,True,0.3225201511254797,0.3228825603788674,0,0,0.5039628028250001,0.4188212005223457,0.0954222853939879,0.1515184061744215,0.3539026620558144,0.5472581822565297,0.5048712796742284
distance,route_1,best_scenario,0_27,20.260258403000005,8.470394246484881,1.872468995864728,0.1465755984238913,0.0,True,0.3721863267853766,0.3724784706181618,2,0,0.0,0.4041508375874559,0.0963098726593937,0.0628543538839177,0.1489766662827214,0.523151586419953,0.5645168331896772
distance,route_1,best_scenario,0_28,19.909921273,8.470528414294902,1.833835354119585,0.210678095723904,0.0,True,0.3106713572716824,0.310914774407925,0,1,0.0,0.4175445584586859,0.1002100889045177,0.2380638153293109,0.8428635897941223,0.5978331649311183,0.5869070195025503
distance,route_1,best_scenario,0_29,20.249556644,8.470702439600705,1.8602956762101452,0.1609652626747432,0.0,True,0.3204841721552801,0.320703856960127,0,1,0.4938916254634146,0.4079059845164955,0.1037820839693363,0.0405669583856833,0.0537254194290381,0.6230513268149375,0.6458026601838112
distance,route_1,worst_scenario,0_0,20.609918374,8.500603840383858,1.918129266902844,1.2763503322607597,0.0,True,0.2861813736521909,0.2862499395984031,3,3,0.5026809359512195,0.4099444842254766,0.1047296222043112,0.412563084155872,1.4387643405013746,0.9215089372895192,0.9137469149797616
distance,route_1,worst_scenario,0_1,21.800283121,8.532292675942166,3.4600612102368418,1.2957848443310784,0.0,True,0.2237054431175135,0.0,0,2,0.0,0.3820521932731803,0.1774094799143643,0.5002278540323168,1.6194805079725156,1.0561988897793393,1.0266683152232707
distance,route_1,worst_scenario,0_2,22.369822414999994,8.548340785431593,3.62641291206556,1.1973832509681872,0.009366819536076,True,0.2044865380777586,0.0,0,1,0.0,0.3752268654310594,0.1831352567842833,0.0910253954250112,0.1922537992994142,1.0400543212051858,0.9676598578170924
distance,route_1,worst_scenario,0_3,24.31006086300001,8.765858026013689,4.49124333046926,1.058648112754866,0.0,True,0.0891994762684513,0.0,2,8,0.0,0.3509932918067027,0.1932547622103557,0.8384899471850207,3.2239985670996147,0.9745442738470118,0.957864819870862
distance,route_1,worst_scenario,0_4,20.057661554,8.446204179070886,1.8306196066285476,1.6960193319633612,0.0,True,0.3886988795950942,0.3888649648068675,0,0,0.50144153885,0.4139901859308,0.1015368563387307,0.3711758332176417,1.3661172130738977,0.8740554764453035,0.8419818057909598
distance,route_1,worst_scenario,0_5,19.537404622999997,8.442652616669923,1.816838738485865,1.899221350916699,0.0988875443975202,True,0.35065071193957,0.3507926147551459,0,0,0.0,0.4207318766920041,0.0997512812685932,0.217161247303625,0.7465027608303847,0.9033254753714952,0.7576444453511904
distance,route_1,worst_scenario,0_6,21.529706140000005,8.49396531676796,3.2178120463436173,1.2115746735960402,0.0,True,0.3039626773286227,0.3041987082481345,0,3,0.5006908404651164,0.3832718952220664,0.1563385775793414,0.2149188816778724,0.6449263705253554,1.0385286098370698,1.047728309544861
distance,route_1,worst_scenario,0_7,20.198167316000003,8.480369179626056,1.8609468709550716,1.9574343422819347,0.0,True,0.3126083569328987,0.3128363671018612,1,0,0.0,0.4054056132892447,0.0966405089109723,0.5003843822118403,1.411134797702723,0.9164606446247258,0.9016384328561952
distance,route_1,worst_scenario,0_8,21.698176025,8.67180527964129,4.8795498687029975,1.1803909220409006,0.0,True,0.4454482063577476,0.4454482063577476,0,8,0.0,0.3988003143180081,0.2458325633524113,0.2060633128573851,0.5679379210360477,1.000723131026264,1.0913744787229172
distance,route_1,worst_scenario,0_9,20.008007794,8.441168418355586,1.8689486901780747,3.125521468881108,0.0879957095234769,True,0.3503138237445961,0.3506009296433812,0,0,0.50020019485,0.4131995057347627,0.0906073158664223,0.3991508701642364,1.4911397759428715,0.8179199363011368,0.8118391964706001
distance,route_1,worst_scenario,0_10,22.630029968,8.47076329283137,3.638612417542568,1.1890061369622054,0.0,True,0.3346556750630456,0.3349216188968541,0,2,0.5028895548444445,0.3737264875737197,0.1657398117917274,0.3311896601513184,1.073748744632201,0.9706461310178592,0.969220072886646
distance,route_1,worst_scenario,0_11,19.889886428,8.61953658212655,3.825271678792973,1.473623808242219,0.0,True,0.4668634382597882,0.4668634382597882,0,2,0.4972471606999999,0.4313053909741673,0.1951553076715065,1.0806005055624903,2.173736533612077,1.1664002925992527,1.2913379991724974
distance,route_1,worst_scenario,0_12,19.959682269,8.63372774636915,3.5581333174104466,1.3307111760520176,0.0,True,0.4481395976146796,0.4481395976146796,0,3,0.0,0.4394839746165589,0.1934528741980412,0.2467993005794911,0.7703514492593775,1.0963512908549693,1.1183785372103323
distance,route_1,worst_scenario,0_13,20.079940283000003,8.437459268666744,1.7535337192167213,1.5789249649103227,0.0,True,0.3134269478975631,0.3135730124804539,3,5,0.501998507075,0.4205702167613231,0.0848623861556244,0.208929456751952,0.6018749424759431,0.8696274923784854,0.8559856732735335
distance,route_1,worst_scenario,0_14,21.879806822,8.585561411629866,3.108235990349414,1.191513859518866,0.0,True,0.4302684003523017,0.4302684003523017,1,7,0.0,0.3862991603649497,0.1599904159598772,0.2882200528832919,1.0030057335895746,0.9201124581980326,0.8887504155712677
distance,route_1,worst_scenario,0_15,20.390591051,8.45988540304327,2.020336476647372,3.000947718249292,0.0845324890411896,True,0.3450736247171282,0.3455180789926084,0,0,0.0,0.4046354178308699,0.1063148979904918,0.3643616698947807,1.3420654864844377,0.834674898647081,0.779764143158325
distance,route_1,worst_scenario,0_16,20.220102208,8.429338298670192,1.820505231514987,3.2085875546293976,0.0587559825306163,True,0.3162137617950644,0.3163978732056886,0,0,0.5055025551999999,0.4157590864378416,0.0947509610487229,0.0666275693155878,0.1606797329804076,0.8243270233322625,0.775118814774243
distance,route_1,worst_scenario,0_17,20.320154540000008,8.436434673210854,2.044180776631629,1.30671959991761,0.0,True,0.3409691457128441,0.3412116465923932,0,2,0.0,0.4054130188997605,0.1054159898187422,0.2468451486075129,0.6601591654637784,0.9812384682313674,1.0021463269816269
distance,route_1,worst_scenario,0_18,20.240213731000004,8.48998046018414,1.826964689363056,1.250789392655364,0.0,True,0.2917770254725707,0.2917800396968234,3,2,0.4936637495365855,0.414012022728514,0.0988249001488751,0.541562939724014,3.883551485005684,0.923570774710186,0.9459995148675098
distance,route_1,worst_scenario,0_19,20.006391445,8.45542185997748,1.8604241307774352,1.2771873658713633,0.0,True,0.3288331796146344,0.3291579034476425,3,2,0.0,0.4127277969411805,0.0944629398818732,0.194215297766079,0.6900816442301871,0.9201776590046062,0.8913645187729096
distance,route_1,worst_scenario,0_20,20.79915506,8.536233401063495,2.988636403310971,1.3776694405976406,0.0,True,0.3273448458291533,0.3275705607121736,0,2,0.4952179776190476,0.4005616126314889,0.1477417765239035,0.3241221770803521,2.4486176527998107,1.1276739281696264,1.199756347362816
distance,route_1,worst_scenario,0_21,19.940060454,8.440539988532505,1.8740858025095852,1.6628098962887603,0.0,True,0.3223711538183943,0.322612014629671,3,1,0.4985015113499999,0.4164089149802016,0.0909656580774376,0.3877826031649669,0.7651827820761048,0.9361807535150491,0.8951641647552204
distance,route_1,worst_scenario,0_22,21.25795622,8.474221683149462,2.578867537972425,1.1862266760979674,0.0,True,0.3732486042414322,0.3739188128968246,0,3,0.4943710748837209,0.3868525496177405,0.1260018088740449,0.6108502426076416,3.7009353202604656,1.0159944503747502,1.00888248238351
distance,route_1,worst_scenario,0_23,19.938929599,8.473682855837408,1.853293240432638,1.303892837501936,0.0,True,0.3277810572773489,0.3280767772797539,2,1,0.498473239975,0.4144805772967356,0.1053312730526164,0.1532650446717803,0.5540812633609942,0.8938424444145732,0.8766263072323821
distance,route_1,worst_scenario,0_24,21.650043437000004,8.508834231013667,3.081552808001784,1.3041756919239296,0.0,True,0.2346559515031328,0.0,0,2,0.5034893822558141,0.3925354660992838,0.1696896184576722,0.1205228476700615,0.2724309713457652,1.116445761866074,1.124732340278991
distance,route_1,worst_scenario,0_25,21.37002251200001,8.476268179473843,2.477977512912443,1.3322641402148392,0.0,True,0.2630239069787596,0.2636238886092739,0,1,0.4969772677209303,0.3938826846239526,0.1216728218341142,0.3306596974726447,1.190200593212361,1.1288523952074676,1.1955826457829737
distance,route_1,worst_scenario,0_26,22.009953013,8.515558188231934,3.880050929792884,1.262553703981607,0.0,True,0.4819964175683566,0.4819964175683566,0,2,0.0,0.3793890695929608,0.2070778973236765,0.4192481027135818,1.4976149966465857,1.086201742606213,1.1089321760419506
distance,route_1,worst_scenario,0_27,19.908323573,8.615858202671665,3.4461407374101096,1.3782246270575786,0.0,True,0.4268885392488605,0.4268885392488605,0,3,0.0,0.422959801785135,0.1862745492417558,0.1300273193076411,0.3243664486917883,1.026694468712971,1.0875743537818556
distance,route_1,worst_scenario,0_28,21.53856189,8.570409676311424,2.8316057209182386,1.2716563456092855,0.0,True,0.2902076688811729,0.2907043095512342,0,2,0.5008967881395349,0.3869797205672682,0.1474969845399592,0.2791199089683809,0.9622191266364616,1.0587611436458535,1.076994202469837
distance,route_1,worst_scenario,0_29,20.068705726,8.475468470588948,1.888663644522924,3.078214993856628,0.0878673723789437,True,0.32233160499493,0.3226638992674608,0,0,0.5017176431499999,0.4175339266825162,0.1053176416243542,0.1238930637768919,0.3881380573260206,0.8269914204123484,0.8147345299645172
distance,route_2,best_scenario,0_0,23.240313081,9.418241157803848,2.6114937405425174,0.1655141096278083,0.0,True,0.0349677233125302,0.0,1,6,0.0,0.3977541214099121,0.1165695646263751,0.1808844164623537,0.6050989553216282,0.8274940823983987,0.5460648489974737
distance,route_2,best_scenario,0_1,21.608138667,9.408532718983787,2.2913936846731398,1.879912238346101,0.0,True,0.0503856076374152,0.0,0,2,0.5025148527209303,0.4283866447297704,0.1223794941806586,0.2317386040625985,0.6768903661073529,0.7754181636647849,0.8378132903207788
distance,route_2,best_scenario,0_2,22.607657755999995,9.93602142712968,2.7590907639034383,1.851903358416272,0.0,True,0.0148375439586608,0.0,0,2,0.5023923945777776,0.4333471174864852,0.1242874341174377,0.6921883321240808,2.4363449207915657,1.154135422099969,1.1559080176624068
distance,route_2,best_scenario,0_3,21.789775795,9.391975754917125,1.1845753974638509,0.1869808751800747,0.0,True,0.0930568038797075,0.0,2,1,0.4952221771590909,0.4232628320704854,0.0658591084627068,0.5331208546804811,1.8778149396200912,0.7411990808493641,0.5753436067197977
distance,route_2,best_scenario,0_4,22.957718148,9.873155451943257,2.732761501920581,1.4194915246031796,0.0,True,0.0097306862466714,0.0,1,2,0.4990808293043479,0.4286092932202079,0.1154860917482174,0.4630740393084702,1.7844148129532569,0.9833645209007768,0.9542229059933944
distance,route_2,best_scenario,0_5,22.530146526,9.83758987524203,2.6180482572543275,1.606579526041234,0.0,True,0.0226025384069662,0.0,1,2,0.5006699228,0.4304938321193753,0.1196886719863692,0.2542381520789522,0.6237058562280401,1.0329945779091756,1.108381648902654
distance,route_2,best_scenario,0_6,22.60004335,9.84608025017698,2.6525727656104503,1.6912423199776172,0.0,True,0.0397351072383575,0.0,0,2,0.5022231855555556,0.4327854212835414,0.1177459670296619,0.4756037419262233,1.7457853740058211,1.0541029054880455,1.0706475818082155
distance,route_2,best_scenario,0_7,20.599819920999995,9.330431542487467,1.1012655060688863,0.1992383620588444,0.0,True,0.0677169330645745,0.0,1,0,0.502434632219512,0.4522160488388324,0.0558234171900454,0.2128818629113913,0.7916311605805689,0.7360227944539383,0.5230235946241499
distance,route_2,best_scenario,0_8,22.057785792,9.499600835442148,2.27244622157497,1.382648697541773,0.0,True,0.0298594481657718,0.0,1,2,0.0,0.4286698967089911,0.1061909949116373,0.2264376926244633,0.5711722774861883,1.020893665228387,1.091287380987496
distance,route_2,best_scenario,0_9,21.959896075,9.804185057971685,2.669865965378327,1.7669014588034804,0.0,True,0.0335261204293007,0.0,0,2,0.0,0.4318733088853583,0.1235531235771398,0.1743323619179409,0.5512156301425098,1.0764509435480232,1.1486484000230728
distance,route_2,best_scenario,0_10,23.056371193,9.626440552098522,2.4846361574110727,1.5631077743716908,0.0,True,0.0187780826494323,0.0,0,2,0.5012254607173913,0.4124033591166014,0.1003908206905381,0.190078066293007,0.6467548386999296,1.060289600779725,1.0884671013437566
distance,route_2,best_scenario,0_11,22.342390806999997,9.522355101205411,2.456163734233902,1.4065007791611617,0.0,True,0.0181929702486,0.0,0,3,0.4964975734888887,0.4193395075314369,0.1105130986444378,0.3545976364690858,1.3067734895230814,1.0688990263649405,1.102768608814024
distance,route_2,best_scenario,0_12,22.900032333,9.827580085824078,2.613168078491957,1.921588864812044,0.0,True,0.0391641934151253,0.0,0,2,0.0,0.42401778827183,0.116896050147121,0.3636404895577387,1.109205364404287,1.1016356466573185,1.0533929648770948
distance,route_2,best_scenario,0_13,23.009089814000014,9.405114561126002,2.562973695863796,0.1622364871408514,0.0,True,0.0279735038456834,0.0,1,5,0.0,0.3987196747827376,0.117391394091023,0.1793432096536999,0.5816352199006902,0.8252042197390331,0.5570227541522901
distance,route_2,best_scenario,0_14,21.258014498999994,9.49115366360209,2.5117835584061625,1.7726742400459103,0.0,True,0.0153990505256437,0.0,0,2,0.0,0.4288371120625113,0.1284195698070296,0.177526923586265,0.5677522315711734,0.8843104242815251,1.0373002879539142
distance,route_2,best_scenario,0_15,21.589473066,9.328577180793603,1.315266707267793,0.1709332927095721,0.0,True,0.021332041657643,0.0,0,4,0.5020807689767441,0.4219541354111662,0.0571803913370315,0.0236955456769847,0.0220179490494507,0.8273099874568952,0.5286524547786235
distance,route_2,best_scenario,0_16,22.406958855,9.47531666963108,2.47106725360188,1.333520509692725,0.0,True,0.0235136187986083,0.0,1,2,0.0,0.4167824478380477,0.1202708655906183,0.0737409762857997,0.1789717233011435,0.9657544904349996,0.917512417790206
distance,route_2,best_scenario,0_17,22.05867169,9.34737512106596,2.5602095535384266,0.1798927688529953,0.0,True,0.0222761348202122,0.0,0,6,0.0,0.4155111735944405,0.1302434074322016,0.521940044510539,1.5115411149047404,0.781811613133458,0.5717239991950224
distance,route_2,best_scenario,0_18,22.12202407500001,9.497123670345784,2.722272187824729,1.6111277735785712,0.0,True,0.0462915800455771,0.0,0,3,0.5027732744318183,0.4273486478279373,0.1266229047798839,0.2106919064752315,0.5494670422746073,1.1031548959726043,1.0837577635591455
distance,route_2,best_scenario,0_19,21.399722459000003,9.29737182559091,1.17769604385902,0.195503725236932,0.0,True,0.0172691339220508,0.0,0,1,0.4976679641627907,0.42927808918549,0.0577603686538534,0.099528716197636,0.3291448256769526,0.7338838770056781,0.5196971613602224
distance,route_2,best_scenario,0_20,22.000294577,9.292096334851932,1.6174894959012307,0.1766100333813785,0.0,True,0.0447722677573489,0.0,0,6,0.5000066949318182,0.415222786701411,0.085750105794067,0.0312331782735879,0.0307638946894995,0.7863404513199924,0.5427310129226368
distance,route_2,best_scenario,0_21,21.83981513400001,9.35527153457334,2.2399274925423995,0.1784979149890803,0.0,True,0.0818525653980689,0.0,0,6,0.0,0.4140548749259745,0.1123180281632047,0.4152639410897289,1.525797244585742,0.8525314492253722,0.5799366109896295
distance,route_2,best_scenario,0_22,21.458314845,9.51021237885126,2.267767588624108,1.5472509039946898,0.0,True,0.0619511730579132,0.0,0,2,0.4990305777906976,0.4357055925576727,0.1050582621564702,0.0989924368495369,0.2720390016004835,1.0384100402382663,1.0363022152087575
distance,route_2,best_scenario,0_23,21.640083518000008,9.27821096660721,1.1870399550125583,0.1862724981041492,0.0,True,0.0542362436077463,0.0,1,0,0.0,0.4227182384059765,0.0610688299858687,0.073647172414695,0.2317243135094434,0.517602640666572,0.4885738528541463
distance,route_2,best_scenario,0_24,21.190252322,9.282709584355814,1.1365173513390614,0.2003457048908866,0.0,True,0.0293631482334745,0.0,1,0,0.5045298171904762,0.4313118837442758,0.0560592646516166,0.4857690252592653,1.059875542349393,0.6505382839438701,0.4583650917672143
distance,route_2,best_scenario,0_25,21.757712577,9.954821609533411,2.5356334127673006,1.644931348327331,0.0,True,0.0374998891209802,0.0,0,2,0.0,0.4561300103506331,0.1187721770049179,0.1312688031954476,0.346783684516712,1.0817712900859684,1.1212260013945043
distance,route_2,best_scenario,0_26,21.179646253999994,9.2553889523735,1.154617849872376,0.1968008836220704,0.0,True,0.0181086315581279,0.0,1,0,0.5042772917619046,0.4343760919765672,0.0569653484518306,0.1003120776171417,0.332925311031466,0.8352193578722356,0.5086352148128253
distance,route_2,best_scenario,0_27,22.669905675,9.780567477998442,2.6871462456515838,1.8603487319495329,0.0,True,0.0344041296389983,0.0,0,2,0.5037756816666666,0.4287895256741295,0.1376940878121482,0.1993859355726334,0.6149694984557712,1.0567590746565514,1.111114011337462
distance,route_2,best_scenario,0_28,21.800612073999996,9.841073776377868,2.782678589763956,1.806394869504904,0.0,True,0.0453430146386489,0.0,0,2,0.0,0.4432774989181204,0.1319427076032534,0.0617488859834328,0.0527442027666726,0.8518134526757317,0.8890515040882778
distance,route_2,best_scenario,0_29,21.757797698,9.27215663908525,1.6990968127165171,0.1751135518084978,0.0,True,0.0331110978641921,0.0,0,5,0.9889908044545456,0.4169671002357215,0.0652760614425495,0.2580177786668015,8.24959304020632,0.871402485253878,0.5110561646803865
distance,route_2,worst_scenario,0_0,21.840219282000003,9.251168540301544,1.2056092973644104,1.7020232028941042,0.0,True,0.0774054900729364,0.0,2,0,0.4963686200454546,0.422087494890262,0.0632158291662646,0.100883919645349,0.3319310820037702,0.5685538076454795,0.6987093732786188
distance,route_2,worst_scenario,0_1,21.948131645000007,9.304313530853856,2.0902411543296218,2.732187080255566,0.0,True,0.0595754237257859,0.0,1,5,0.4988211737500002,0.4152229666828039,0.0895624195196527,0.2182318642907721,0.8600596432660919,0.453859966983156,0.4562753075687601
distance,route_2,worst_scenario,0_2,21.737827648,9.35614685220982,2.2674011469043265,2.8419162686735184,0.0,True,0.0277681404327038,0.0,1,6,0.0,0.4354116918375438,0.0961720873692315,0.125441753786527,0.3630779254095723,0.6251559393369951,0.5261427843169529
distance,route_2,worst_scenario,0_3,24.999728855000008,8.512739049420622,7.560576416541909,3.021812481044214,0.0,False,1.8173401686744797,1.8173401686744797,0,6,1.999978308400001,0.3481125161129019,0.3186376190708695,0.6289170855929384,1.9080756742926104,0.8979499198730706,0.8252720295029841
distance,route_2,worst_scenario,0_4,22.607997998,9.345274338897092,2.056314526880377,2.641158816220252,0.0,True,0.0291069441816439,0.0,0,6,0.0,0.4137760720041756,0.1106547882955213,0.069348509129725,0.1657491473311308,1.009440647152512,1.003128346548518
distance,route_2,worst_scenario,0_5,21.770142515000007,9.28672186021556,1.1549470719798354,2.088786300939136,0.0,True,0.0070982300222481,0.0,2,0,0.4947759662500001,0.4162494199229169,0.0588205538184898,0.0465069622078921,0.1150345629667739,0.837592959341877,0.8118966598575483
distance,route_2,worst_scenario,0_6,24.780347692000007,9.612059293709756,3.788265883113156,2.5532565536454754,0.0,True,0.0389570522103329,0.0,0,9,0.4956069538400001,0.3806561699181583,0.1588302067152932,0.1173216378282679,0.3212215865066248,0.664806609305405,0.4391707786346535
distance,route_2,worst_scenario,0_7,21.789964257999998,9.276571651270183,1.218409057669673,3.7154081338080016,0.0,True,0.0837835914503486,0.0,2,0,0.4952264604090908,0.4162575205557435,0.0597227372803645,0.0985037566375445,1.1412229700709042,0.6255627615327556,0.3296734874938863
distance,route_2,worst_scenario,0_8,21.639971757999994,9.27358665206445,1.4187725072755084,2.3721117892405625,0.0,True,0.0440818000034011,0.0,2,0,0.5032551571627906,0.4257040855341563,0.078726087960118,0.0860016105092112,0.2399068738370313,0.9160385653453372,0.937540848644658
distance,route_2,worst_scenario,0_9,22.209141734000003,9.362055705790178,2.535692856446313,2.9904416358727524,0.0,True,0.0123033913954739,0.0,2,5,0.0,0.4182840537467618,0.1222106761239433,0.1290607752986704,0.3510529259880781,0.611154521283136,0.395764453655359
