experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
0_0,32.85782248799999,14.483250873876496,1.8977339830771247,3.1124138103455445,0.0,True,0.3841540988172549,0.3841540988572106,3,3,0.9956915905454542,0.4442418044295012,0.0558531139352547,0.1833414348116842,5.39437371293441,1.0269342906645624,0.9618924734397598
0_1,31.15088741,14.41257662639957,1.0083966976267957,0.40714871420862814,0.0,True,0.35849917803768266,0.35849917803768266,0,5,0.0,0.4582296128650265,0.031567474373857395,0.21351997051993157,0.8224900987477849,0.8227132530864095,0.5690586220177699
0_2,30.60003999800001,14.422942355970369,1.1170215021088334,4.5893406122160325,0.0,True,0.36287497412210373,0.36287497412210373,0,7,0.0,0.4632838355571586,0.036119854267174394,0.09081295189787922,0.24449240683117818,1.1396908021822039,1.0887989677510526
0_3,31.088089605000015,14.390319833826908,1.0797756378156804,0.49939234964688367,0.0,True,0.3732268284646242,0.3732268284646242,0,6,0.5014208000806454,0.46386963449620006,0.03617264402225487,0.11862078655816947,0.4321952851850396,0.8276883489628839,0.5409909085151285
0_4,31.050479787,14.4005306764556,1.0961368345462983,4.255832711457419,0.0,True,0.34962251880203205,0.34962251880203205,0,6,0.0,0.4620934259183325,0.03661105616686412,0.43596412953197156,1.8318133230657956,1.0952474231997766,1.0312329610102986
0_5,31.198955757999997,14.429195188873358,1.20048394508051,4.617017233417453,0.0,True,0.3199128333446322,0.3199128333446322,1,5,0.0,0.4629293971452815,0.03825380486625743,0.17630113817651297,0.5136005091904469,1.1259884354712666,1.0962869476259864
0_6,31.519894900999994,14.441581492025094,1.3169435229274398,3.084862872335031,0.0,True,0.4044374422595125,0.4044374422595125,2,4,0.5003157920793649,0.45415399033560416,0.04465931423838013,0.15811906467286715,0.5164309200679726,1.0092875378354018,0.9707120031674313
0_7,30.900813557999992,14.392300376852281,1.0292870709568218,4.604775692310077,0.0,True,0.40558777165333193,0.40558777165333193,1,5,0.0,0.4663752561609222,0.03515076907743716,0.29180001734888056,6.320986525036502,1.1904982969889106,1.1342506813262767
0_8,31.48827933399999,14.42632219984658,1.2848138452624305,4.723131246283499,0.0,True,0.35252833508824394,0.35252833508824394,2,5,0.49981395768253956,0.45219942600447094,0.04384282023767216,0.2560629921311059,2.6971685313242477,1.1975612855054338,1.1184484839233038
0_9,31.030417267999997,14.43947746822645,1.304247456586396,2.9915272457707287,0.0,True,0.3651075336410421,0.3651075336410421,0,7,0.5004906010967741,0.46428660535213073,0.04328111348574488,0.08924772385114224,0.30587504191300574,1.1238904878319074,1.029824129363363
0_10,33.270053617,14.497389001854094,1.727135778352026,0.1486350425661395,0.0,True,0.4724783030787949,0.4724783030787949,23,7,0.504091721469697,0.43668835241323345,0.0568661097993083,0.15642436121711092,0.5653823200588206,0.7486599116062689,0.7665008859616348
0_11,31.919896428000005,14.50554316530435,2.081525810953844,3.264420376574232,0.0,True,0.3695487983614641,0.3695487983614641,2,5,0.0,0.45345711887891355,0.06661531496116807,0.1548542229524219,0.33894876627725706,0.9641575759742771,0.9466734499047822
0_12,30.450192890000004,14.27681336446159,0.23674052435016835,0.13564664598560017,0.0,True,0.38233281578947914,0.38233281578947914,15,2,0.0,0.46816715520100555,0.008920921917469165,0.2427661436515016,0.561855857840193,0.5860381893457055,0.628854079267736
0_13,31.150185778,14.458820492874175,1.3267004984256725,3.716022827644264,0.0,True,0.3338133004775134,0.3338133004775134,2,5,0.0,0.46335530131737374,0.042687678466900386,0.22026469462940365,0.8180672121246054,1.0694194225067124,1.0316674881814694
0_14,30.969956616,14.419621637126143,1.1980901048157486,4.072514817388197,0.0,True,0.37216370822557737,0.37216370822557737,0,5,0.0,0.4667939545515024,0.044952029869995434,0.11208264436145375,0.3172121793612307,1.067968577594189,1.017964274489147
0_15,31.088252305,14.379229858099169,0.890044366110462,0.6112998829912969,0.0,True,0.3514422190469143,0.3514422190469143,1,5,0.5014234242741936,0.4605269753310948,0.029477541244628293,0.2710526835963729,1.0748609911067295,0.8472427687145224,0.5765014678906144
0_16,30.65640468,14.431230781456911,1.298408268918147,4.604661389057232,0.0,True,0.3858661256205025,0.3858661256205025,0,6,0.0,0.4688040954091672,0.049278042539708584,0.040341693440833507,0.11083513610310988,1.1422408035449683,1.0870852313245007
0_17,30.37979531000001,14.426865957449007,1.1982797716175844,3.794191764675888,0.0,True,0.35158341622161454,0.35158341622161454,1,7,0.0,0.46700658604961864,0.03744284063206484,0.422508901647633,3.597031147378802,1.0292164992356705,1.0333077549684273
0_18,30.648785434,14.435403102764875,1.2282882495875667,4.462230554166381,0.0,True,0.35139677237434463,0.35139677237434463,1,5,0.0,0.46263486078548555,0.04109558092348739,0.10507445813753058,0.378390448523851,1.082221216652096,0.9849065981226385
0_19,30.77883755,14.399026582580495,1.129666479070755,4.095161762482123,0.0,True,0.3369484357447781,0.3369484357447781,1,5,0.0,0.4618018937103778,0.03887383239343357,0.27186987371665444,0.7429333169569762,1.0590847148020528,0.9973217299718551
0_20,30.660047431000002,14.413765635474844,1.015381328254794,0.576243808168977,0.0,True,0.3613260160680563,0.3613260160680563,0,6,0.0,0.4681679125482589,0.03738453142951937,0.14747456371746784,0.4156203842738442,0.8424007162399619,0.5552173096501483
0_21,30.857968628,14.439833002286306,1.1426691764659296,4.661877925198825,0.0,True,0.3120892409105139,0.3120892409105139,0,7,0.0,0.4606322291628516,0.04498440848509378,0.05516156476155842,0.1817814951004385,1.0651499491560115,1.011761926494149
0_22,31.919979161000008,14.474934374840243,1.9927021223470773,2.0265218405453203,0.0,True,0.39154890296256667,0.39154890296256667,2,5,0.4987496743906251,0.4409021866157718,0.08366325322752514,0.15800243077237466,0.46912399485343637,1.081167664906706,0.9693340069534094
0_23,33.257820981,14.531052628859038,2.292474809830908,3.220654027971525,0.0,True,0.40034918832041033,0.40034918832041033,3,2,0.0,0.43355056443151907,0.06962084207118173,0.05139580051824487,0.1230011911218223,1.0052136628291786,0.9274421527025403
0_24,32.912023238,14.43331113705572,1.6878053199546939,1.9890477163725364,0.0,True,0.4070363467449829,0.4070363467449829,1,5,0.0,0.439247916399265,0.05917834291970542,0.2780290428976929,0.9127708924629108,1.0803905076316043,1.0143713887591377
0_25,31.058662370000008,14.400182244725192,1.114307731695705,0.8292142387751069,0.0,True,0.3528407295578978,0.3528407295578978,0,5,0.5009461672580646,0.46595697614050796,0.03699928996796553,0.07806793892368451,0.2631757195663437,0.8126156539116592,0.5072864004777018
0_26,33.49990673500001,14.505148788761067,1.876253582684554,0.9484607167804455,0.0,True,0.4058431466432278,0.4058431466432278,38,8,0.4999986079850748,0.42950393734503406,0.06450823624343695,0.023997344755058946,0.034547174562212665,0.7992968238113245,0.8409848649097615
0_27,30.800030158000002,14.326847079946887,0.272997319028101,0.10583921161404927,0.0,True,0.3738011512273027,0.3738011512273027,24,1,0.993549359935484,0.4623020302860092,0.00899041541545093,0.22629201140168045,18.902070801183726,0.5837939418702799,0.6102209045349689
0_28,31.281035889,14.442102114263271,1.0999236457757129,4.409361435307923,0.0,True,0.3701482455513264,0.3701482455513264,1,5,0.0,0.4582301295017012,0.03721322254317686,0.017267215855961443,0.023924234198821302,1.2036283230802103,1.1389645699019526
0_29,31.457618343000004,14.440847567881441,1.2168966382206095,4.488087668132047,0.0,True,0.35196307578840924,0.35196307578840924,2,5,0.49932727528571436,0.4582724920533561,0.03828441039842811,0.26752679221827735,1.3505127824560024,1.157038216324575,1.1517196894825479
