time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
32.048913395199996,14.65569757616704,1.969085834588217,1.5014966876729026,0.0,9,0.3849952088516874,0.384995208855683,5.3,3.8,0.20022185040695156,0.45630556963449687,0.061156576925925854,0.09680086054373864,0.7793536602106784,0.8947706663926122,0.8331247756088522
