time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_robot_acceleration,avg_robot_jerk,avg_pedestrian_velocity,avg_closest_pedestrian_velocity
21.911639832800006,9.397637560178207,2.0719711396469274,0.8087406555884371,0.0,10,0.062343720766354284,0.0,1.9,3.8,0.35092304032964433,0.42539741482868215,0.10017100595325126,0.20929874684450872,0.6790205295006103,0.8680256622383385,0.7754425372562332
